ID,transaction_date,amount,purchase_index
2125,2013-11-15,48.83,1
2125,2014-01-07,95.44,2
2125,2014-01-10,80.73,3
2125,2014-01-16,80.32,4
2125,2014-04-15,83.27,5
2125,2014-04-22,81.01,6
2125,2014-05-06,69.97,7
2125,2014-05-09,75.59,8
2125,2014-05-17,55.46,9
2125,2014-05-18,60.31,10
2125,2014-06-08,64.69,11
2125,2014-06-20,94.97,12
2125,2014-07-02,69.86,13
2125,2014-07-04,53.95,14
2125,2014-07-15,57.6,15
8180,2013-11-15,20.93,1
8180,2014-01-10,27.16,2
8180,2014-02-09,33.94,3
8180,2014-03-07,25.47,4
8180,2014-04-12,14.78,5
8180,2014-04-13,31.64,6
8180,2014-05-09,24.1,7
8180,2014-05-13,30.42,8
8180,2014-05-15,22.41,9
8180,2014-05-16,31.43,10
8180,2014-06-17,14.05,11
8180,2014-08-13,19.67,12
2569,2012-10-10,13.59,1
2569,2013-02-04,8.2,2
2569,2013-11-21,9.51,3
2569,2014-08-28,9.69,4
2114,2012-11-24,42.06,1
2114,2012-11-30,44.58,2
2114,2012-12-02,51.59,3
2114,2012-12-31,51.84,4
2114,2013-01-08,37.11,5
2114,2013-03-07,41.14,6
2114,2013-03-12,46.46,7
2114,2013-03-13,58.5,8
2114,2013-03-14,58.61,9
2114,2013-03-30,45.78,10
2114,2013-09-01,55.57,11
2114,2013-09-03,38.64,12
2114,2013-09-04,51.39,13
2114,2013-10-03,46.64,14
2114,2013-12-22,72.96,15
2114,2014-03-17,72.17,16
2114,2014-03-20,42.49,17
2114,2014-04-17,61.87,18
2114,2014-05-01,80.96,19
2114,2014-05-23,31.87,20
2114,2014-05-28,31.93,21
2114,2014-07-18,62.98,22
2114,2014-08-11,50.73,23
2114,2014-09-03,46.86,24
2114,2014-09-12,45.28,25
9736,2012-12-24,19.78,1
9736,2013-05-21,18.73,2
9736,2013-10-01,11.8,3
9736,2013-11-07,12.78,4
9736,2014-04-17,11.85,5
9736,2014-08-15,17.07,6
4939,2012-10-06,16.25,1
4939,2013-04-17,29.83,2
4939,2013-09-03,21.21,3
4939,2013-11-14,38.18,4
4939,2014-04-09,33.73,5
4939,2014-05-09,26.16,6
4939,2014-06-04,24.31,7
4939,2014-06-14,23.55,8
4939,2014-08-08,33.64,9
4939,2014-09-12,18.61,10
4939,2014-09-15,23.52,11
6565,2013-03-28,60.54,1
6565,2013-05-05,110.83,2
6565,2013-05-14,58.18,3
6565,2013-05-15,54.42,4
6565,2013-05-21,69.67,5
6565,2013-06-14,67.79,6
6565,2013-06-22,61.95,7
6565,2013-07-02,80.15,8
6565,2013-09-24,111.94,9
6565,2013-11-25,43.8,10
6565,2013-11-29,50.36,11
6565,2013-12-25,42.17,12
6565,2014-01-03,70.99,13
6565,2014-01-06,46.85,14
6565,2014-01-28,36.85,15
6565,2014-01-31,70.0,16
6565,2014-02-08,69.37,17
6565,2014-03-05,92.34,18
6565,2014-03-17,79.19,19
6565,2014-04-03,94.0,20
6565,2014-04-14,43.86,21
6565,2014-05-03,83.43,22
6565,2014-05-30,58.19,23
6565,2014-07-06,49.13,24
2278,2012-11-03,13.59,1
2278,2013-07-25,16.64,2
2278,2013-09-15,14.53,3
2278,2013-09-27,12.18,4
2278,2013-12-11,9.9,5
2278,2014-07-11,27.16,6
9360,2012-10-20,24.29,1
9360,2012-12-28,38.41,2
9360,2013-03-01,16.86,3
9360,2013-05-16,19.21,4
9360,2013-05-19,34.87,5
9360,2013-06-23,27.27,6
9360,2013-09-14,19.14,7
9360,2013-11-18,30.04,8
9360,2014-01-16,16.8,9
9360,2014-04-02,18.39,10
9360,2014-08-25,22.72,11
5376,2013-01-06,59.01,1
5376,2013-01-16,46.81,2
5376,2013-01-30,50.87,3
5376,2013-02-06,56.01,4
5376,2013-02-28,62.82,5
5376,2013-03-05,61.07,6
5376,2013-05-05,83.13,7
5376,2013-05-07,66.16,8
5376,2013-06-06,53.75,9
5376,2013-06-15,70.88,10
5376,2013-07-14,53.38,11
5376,2013-07-22,71.47,12
5376,2013-08-03,50.07,13
5376,2013-08-08,67.55,14
5376,2013-08-27,45.87,15
5376,2013-10-05,71.72,16
5376,2013-10-20,68.52,17
5376,2013-12-03,63.44,18
5376,2013-12-29,56.39,19
5376,2014-01-06,59.71,20
5376,2014-01-11,79.84,21
5376,2014-01-27,68.12,22
5376,2014-02-27,76.51,23
5376,2014-04-22,89.02,24
5376,2014-05-18,52.75,25
5376,2014-06-13,54.96,26
5376,2014-07-17,33.47,27
5376,2014-08-24,55.72,28
1993,2012-12-23,60.61,1
1993,2013-01-29,52.72,2
1993,2013-02-17,62.94,3
1993,2013-05-05,74.0,4
1993,2013-05-12,59.27,5
1993,2013-07-02,68.55,6
1993,2013-08-04,87.28,7
1993,2013-08-16,83.69,8
1993,2013-11-29,81.36,9
1993,2014-01-14,73.19,10
1993,2014-03-20,60.26,11
1993,2014-04-13,53.47,12
1993,2014-04-16,75.9,13
1993,2014-08-03,59.76,14
4047,2014-01-11,37.23,1
4047,2014-01-19,22.72,2
4047,2014-03-06,33.94,3
4047,2014-03-16,36.51,4
4047,2014-03-26,28.95,5
4047,2014-03-28,35.44,6
4047,2014-04-02,45.26,7
4047,2014-04-02,30.0,8
4047,2014-05-03,28.2,9
4047,2014-05-28,44.79,10
4047,2014-07-12,27.26,11
4047,2014-07-24,25.39,12
4047,2014-08-09,26.85,13
4047,2014-08-18,41.51,14
4047,2014-08-22,24.24,15
4047,2014-09-01,27.28,16
4047,2014-10-05,23.44,17
1409,2013-03-18,30.36,1
1409,2013-04-03,27.02,2
1409,2013-05-03,17.36,3
1409,2013-08-05,16.87,4
1409,2013-08-17,15.8,5
1409,2013-09-24,40.15,6
1409,2013-09-29,33.43,7
1409,2013-12-03,44.8,8
1409,2013-12-28,23.09,9
1409,2014-01-05,18.13,10
1409,2014-01-15,33.79,11
1409,2014-05-28,22.11,12
1409,2014-07-28,22.08,13
7892,2013-01-02,10.18,1
7892,2013-09-19,6.74,2
7892,2014-03-31,20.35,3
7892,2014-04-20,6.6,4
7892,2014-05-03,11.02,5
7892,2014-07-08,7.11,6
2404,2013-05-27,13.45,1
2404,2013-06-10,28.97,2
2404,2013-10-22,26.84,3
2404,2013-11-08,14.64,4
2404,2013-11-29,28.47,5
2404,2014-01-13,25.19,6
2404,2014-05-10,32.41,7
2404,2014-06-03,15.29,8
2404,2014-07-19,17.0,9
2404,2014-10-01,13.73,10
9422,2013-05-31,14.28,1
9422,2013-10-11,21.64,2
9422,2014-02-06,10.78,3
9422,2014-02-11,27.81,4
9422,2014-02-23,15.21,5
9422,2014-05-27,17.54,6
9422,2014-09-09,13.74,7
1966,2013-11-22,73.41,1
1966,2013-12-21,82.86,2
1966,2013-12-23,43.82,3
1966,2014-01-09,64.64,4
1966,2014-01-10,56.03,5
1966,2014-02-04,72.44,6
1966,2014-02-07,52.65,7
1966,2014-02-12,76.19,8
1966,2014-02-19,73.67,9
1966,2014-03-02,92.48,10
1966,2014-03-04,67.54,11
1966,2014-03-04,62.64,12
1966,2014-03-18,63.75,13
1966,2014-03-27,70.7,14
1966,2014-03-27,78.29,15
1966,2014-03-29,77.88,16
1966,2014-04-10,102.05,17
1966,2014-04-11,66.39,18
1966,2014-04-23,52.61,19
1966,2014-05-02,44.49,20
1966,2014-05-16,75.1,21
1966,2014-05-18,67.1,22
1966,2014-05-25,51.7,23
1966,2014-06-04,63.32,24
1966,2014-07-01,40.26,25
6864,2014-05-22,4.17,1
6864,2014-07-28,5.64,2
6864,2014-08-13,4.03,3
6864,2014-08-19,3.79,4
6864,2014-08-28,3.61,5
6864,2014-09-01,4.76,6
3033,2013-05-11,13.21,1
3033,2013-05-24,34.03,2
3033,2013-08-04,23.93,3
3033,2013-08-09,25.0,4
3033,2013-11-11,20.48,5
3033,2013-11-21,23.91,6
3033,2014-02-08,19.55,7
3033,2014-04-11,24.79,8
3033,2014-04-23,27.25,9
3033,2014-08-10,16.83,10
5710,2012-10-10,20.99,1
5710,2013-06-02,14.61,2
5710,2013-06-15,15.69,3
5710,2013-10-01,16.16,4
5710,2013-12-17,13.77,5
5710,2014-03-07,18.39,6
5710,2014-09-04,17.39,7
7373,2012-10-29,32.65,1
7373,2012-12-27,24.95,2
7373,2013-04-19,19.31,3
7373,2013-04-25,18.91,4
7373,2013-05-17,18.01,5
7373,2013-05-24,19.22,6
7373,2013-05-24,15.18,7
7373,2013-11-20,31.63,8
7373,2014-01-19,25.97,9
7373,2014-02-15,23.33,10
7373,2014-09-27,29.85,11
8755,2013-02-20,57.68,1
8755,2013-03-11,96.59,2
8755,2013-04-12,51.21,3
8755,2013-04-23,64.13,4
8755,2013-05-16,98.27,5
8755,2013-05-23,77.35,6
8755,2013-06-17,48.88,7
8755,2013-09-01,81.24,8
8755,2013-09-16,71.53,9
8755,2014-01-27,46.03,10
8755,2014-04-23,63.73,11
8755,2014-05-14,62.21,12
8755,2014-07-31,95.04,13
8755,2014-08-06,56.09,14
8755,2014-08-25,57.65,15
8755,2014-09-11,70.68,16
8755,2014-10-01,75.69,17
10738,2013-08-29,12.7,1
10738,2013-10-29,18.57,2
10738,2014-01-18,10.01,3
10738,2014-04-23,7.69,4
10738,2014-08-11,13.03,5
4339,2013-12-31,29.16,1
4339,2014-01-10,36.91,2
4339,2014-01-23,48.34,3
4339,2014-02-14,53.72,4
4339,2014-02-16,30.88,5
4339,2014-03-11,39.62,6
4339,2014-03-12,43.32,7
4339,2014-03-14,37.13,8
4339,2014-03-31,44.22,9
4339,2014-05-07,34.52,10
4339,2014-05-09,41.95,11
4339,2014-05-20,35.89,12
4339,2014-05-25,41.4,13
4339,2014-06-16,30.32,14
4339,2014-06-26,38.17,15
4339,2014-07-01,41.95,16
4339,2014-07-07,51.47,17
4339,2014-07-18,32.51,18
4339,2014-07-18,26.07,19
4339,2014-07-27,32.06,20
4339,2014-08-02,43.04,21
4339,2014-08-19,26.43,22
4339,2014-08-29,38.91,23
10755,2013-09-02,7.6,1
10755,2013-12-30,9.59,2
10755,2014-01-04,4.99,3
10755,2014-03-27,5.98,4
10755,2014-04-06,8.26,5
10755,2014-07-21,8.58,6
8595,2014-02-11,8.5,1
8595,2014-06-01,11.33,2
8595,2014-06-06,12.44,3
8595,2014-06-09,15.18,4
8595,2014-06-28,15.54,5
2968,2013-02-01,30.61,1
2968,2013-02-05,45.67,2
2968,2013-03-05,54.56,3
2968,2013-03-25,39.16,4
2968,2013-04-22,32.55,5
2968,2013-06-02,31.77,6
2968,2013-07-11,49.25,7
2968,2013-08-28,57.17,8
2968,2013-09-09,24.57,9
2968,2013-09-27,31.63,10
2968,2014-01-23,28.8,11
2968,2014-02-01,38.28,12
2968,2014-02-03,33.09,13
2968,2014-03-01,37.38,14
2968,2014-03-13,46.67,15
2968,2014-05-16,30.89,16
2968,2014-05-17,60.85,17
2968,2014-06-22,50.55,18
2968,2014-07-11,39.17,19
2968,2014-07-17,22.55,20
2968,2014-07-19,31.49,21
2968,2014-08-13,43.33,22
8601,2013-04-29,62.02,1
8601,2013-06-05,51.39,2
8601,2013-06-18,96.11,3
8601,2013-06-25,97.32,4
8601,2013-07-11,101.08,5
8601,2013-11-05,56.86,6
8601,2013-12-10,83.4,7
8601,2013-12-27,80.17,8
8601,2014-02-15,68.08,9
8601,2014-02-19,75.09,10
8601,2014-03-05,36.3,11
8601,2014-03-26,54.32,12
8601,2014-03-30,53.9,13
8601,2014-04-03,62.06,14
8601,2014-04-25,88.4,15
8601,2014-06-01,35.94,16
8601,2014-06-16,42.59,17
8601,2014-06-28,57.05,18
8601,2014-10-02,90.93,19
503,2013-03-12,10.04,1
503,2013-09-28,6.59,2
503,2013-11-14,6.53,3
503,2013-11-17,7.23,4
503,2014-07-09,15.61,5
8430,2012-12-24,4.4,1
8430,2014-04-11,6.16,2
8430,2014-10-01,8.44,3
7281,2013-11-05,17.41,1
7281,2013-12-07,24.86,2
7281,2014-01-14,27.17,3
7281,2014-01-27,15.74,4
7281,2014-02-16,13.27,5
7281,2014-02-17,13.32,6
7281,2014-05-08,16.88,7
7281,2014-07-17,18.35,8
2139,2013-10-02,3.45,1
2139,2014-01-08,4.3,2
2139,2014-01-11,4.66,3
2139,2014-06-30,3.18,4
2139,2014-09-16,3.42,5
1371,2014-06-28,57.82,1
1371,2014-07-14,39.35,2
1371,2014-07-21,42.61,3
1371,2014-07-24,38.1,4
1371,2014-07-24,61.07,5
1371,2014-07-24,66.44,6
1371,2014-07-24,73.98,7
1371,2014-07-24,52.55,8
1371,2014-07-24,56.27,9
1371,2014-07-24,48.51,10
1371,2014-07-24,39.48,11
1371,2014-07-24,46.19,12
1371,2014-07-24,54.29,13
1371,2014-07-24,55.65,14
1371,2014-07-25,77.69,15
9909,2012-11-09,6.23,1
9909,2013-01-11,7.67,2
9909,2013-03-22,9.1,3
9909,2013-07-25,8.34,4
9909,2013-08-19,15.91,5
9909,2013-12-06,16.1,6
9909,2014-09-11,8.64,7
7286,2013-05-24,15.26,1
7286,2014-05-01,6.48,2
7286,2014-05-12,7.89,3
7286,2014-07-05,12.37,4
7244,2014-01-01,18.19,1
7244,2014-03-02,19.13,2
7244,2014-03-04,17.38,3
7244,2014-03-25,16.31,4
7244,2014-05-19,18.35,5
7244,2014-06-18,12.21,6
7244,2014-07-01,15.44,7
6566,2012-11-08,48.11,1
6566,2012-12-10,57.08,2
6566,2012-12-14,50.06,3
6566,2012-12-20,57.88,4
6566,2013-03-11,78.25,5
6566,2013-03-20,57.73,6
6566,2013-04-25,105.79,7
6566,2013-04-25,69.01,8
6566,2013-06-09,85.44,9
6566,2013-06-18,55.44,10
6566,2013-09-10,57.32,11
6566,2013-10-22,93.32,12
6566,2013-11-16,61.36,13
6566,2013-12-01,57.45,14
6566,2013-12-11,70.43,15
6566,2014-02-17,70.48,16
6566,2014-03-06,63.46,17
6566,2014-05-03,69.15,18
6566,2014-08-27,73.25,19
8614,2014-05-12,37.12,1
8614,2014-05-27,42.64,2
8614,2014-06-18,18.84,3
8614,2014-07-11,34.12,4
8614,2014-07-19,47.47,5
8614,2014-07-26,26.31,6
8614,2014-07-30,19.83,7
8614,2014-07-30,36.84,8
8614,2014-08-05,20.3,9
8614,2014-08-05,23.03,10
8614,2014-08-14,42.36,11
8614,2014-08-14,18.21,12
8614,2014-08-18,34.49,13
8614,2014-08-21,37.84,14
8614,2014-08-26,29.23,15
8614,2014-09-06,24.37,16
4114,2012-11-22,55.76,1
4114,2012-12-13,61.1,2
4114,2012-12-18,64.89,3
4114,2013-01-10,73.24,4
4114,2013-01-28,62.98,5
4114,2013-02-13,106.59,6
4114,2013-03-04,47.31,7
4114,2013-03-28,74.98,8
4114,2013-06-18,57.06,9
4114,2013-07-25,48.36,10
4114,2013-08-31,43.37,11
4114,2013-09-11,68.22,12
4114,2013-10-21,40.97,13
4114,2013-11-01,70.48,14
4114,2013-11-04,53.15,15
4114,2013-11-20,36.11,16
4114,2014-01-03,33.36,17
4114,2014-02-02,61.94,18
4114,2014-02-20,72.59,19
4114,2014-04-09,57.02,20
4114,2014-04-09,71.91,21
4114,2014-05-08,65.35,22
4114,2014-05-30,57.55,23
4114,2014-06-10,58.33,24
4114,2014-08-11,46.96,25
4114,2014-08-11,71.05,26
4114,2014-09-02,54.7,27
4114,2014-10-03,45.65,28
1331,2013-01-02,12.24,1
1331,2013-04-27,10.3,2
1331,2013-06-24,14.74,3
1331,2013-10-20,15.78,4
1331,2014-08-12,15.94,5
2225,2014-06-07,85.71,1
2225,2014-06-21,71.27,2
2225,2014-07-18,73.65,3
2225,2014-08-05,51.23,4
2225,2014-08-06,77.63,5
2225,2014-08-06,64.2,6
2225,2014-08-06,100.01,7
2225,2014-08-06,76.4,8
2225,2014-08-06,52.69,9
2225,2014-08-07,84.9,10
2225,2014-08-07,81.78,11
2225,2014-08-08,89.65,12
2225,2014-08-09,58.72,13
2225,2014-08-09,73.87,14
2225,2014-08-09,64.68,15
2225,2014-08-09,55.34,16
2225,2014-08-10,38.8,17
2225,2014-08-10,58.14,18
2225,2014-08-11,70.1,19
2225,2014-08-12,47.26,20
9381,2013-06-12,32.6,1
9381,2013-06-28,31.51,2
9381,2013-08-06,26.83,3
9381,2013-09-18,44.51,4
9381,2013-11-01,28.4,5
9381,2013-11-10,33.3,6
9381,2013-12-29,26.31,7
9381,2014-01-18,31.54,8
9381,2014-01-21,20.85,9
9381,2014-01-21,44.2,10
9381,2014-02-06,34.09,11
9381,2014-05-21,24.85,12
9381,2014-06-06,27.18,13
9381,2014-06-27,18.43,14
9381,2014-06-29,32.76,15
9381,2014-08-09,39.65,16
6260,2012-11-19,68.29,1
6260,2012-12-08,90.39,2
6260,2012-12-17,55.16,3
6260,2013-01-11,69.3,4
6260,2013-01-15,72.2,5
6260,2013-01-25,75.0,6
6260,2013-02-11,62.92,7
6260,2013-03-13,67.96,8
6260,2013-03-22,83.64,9
6260,2013-03-23,83.86,10
6260,2013-04-17,55.78,11
6260,2013-04-21,91.36,12
6260,2013-06-23,49.91,13
6260,2013-08-20,72.43,14
6260,2013-08-27,56.78,15
6260,2013-10-15,57.85,16
6260,2013-10-22,50.97,17
6260,2013-10-27,41.1,18
6260,2013-11-10,46.63,19
6260,2013-11-27,74.46,20
6260,2013-12-25,67.6,21
6260,2014-01-04,51.7,22
6260,2014-02-07,94.17,23
6260,2014-06-26,54.31,24
6260,2014-07-01,107.5,25
6260,2014-08-11,65.76,26
10383,2013-04-02,55.06,1
10383,2013-05-03,39.0,2
10383,2013-05-04,34.84,3
10383,2013-05-22,53.94,4
10383,2013-06-06,73.89,5
10383,2013-07-28,43.71,6
10383,2013-08-03,69.32,7
10383,2013-09-09,50.36,8
10383,2013-11-25,65.42,9
10383,2014-01-03,60.08,10
10383,2014-01-18,42.33,11
10383,2014-03-24,49.75,12
10383,2014-04-09,61.81,13
10383,2014-05-12,51.03,14
10383,2014-05-15,39.01,15
10383,2014-05-16,45.11,16
10383,2014-05-26,45.31,17
10383,2014-06-19,65.3,18
10383,2014-06-23,33.01,19
10383,2014-09-05,74.71,20
7437,2014-04-28,2.82,1
7437,2014-08-17,6.05,2
7437,2014-08-17,6.06,3
7437,2014-08-31,4.3,4
7437,2014-09-04,4.77,5
8557,2013-06-17,7.04,1
8557,2013-11-04,10.33,2
8557,2013-12-28,9.34,3
8557,2014-01-28,8.94,4
8557,2014-08-09,4.36,5
8375,2014-03-03,28.67,1
8375,2014-04-26,35.76,2
8375,2014-04-26,26.53,3
8375,2014-05-02,22.9,4
8375,2014-05-03,28.19,5
8375,2014-05-05,39.1,6
8375,2014-05-06,18.43,7
8375,2014-05-07,28.81,8
8375,2014-05-14,18.38,9
8375,2014-05-22,45.64,10
8375,2014-05-27,24.93,11
8375,2014-05-27,36.39,12
8375,2014-05-28,31.24,13
8375,2014-06-08,30.89,14
8375,2014-06-14,32.66,15
8375,2014-08-03,26.47,16
6853,2013-07-04,53.04,1
6853,2013-07-31,37.82,2
6853,2013-08-06,65.22,3
6853,2013-08-31,79.71,4
6853,2013-09-28,60.51,5
6853,2013-10-03,58.09,6
6853,2013-10-16,85.59,7
6853,2013-10-16,74.02,8
6853,2013-10-30,76.15,9
6853,2013-11-27,70.4,10
6853,2013-12-07,102.49,11
6853,2014-01-14,32.89,12
6853,2014-03-23,52.22,13
6853,2014-03-30,53.8,14
6853,2014-04-06,96.28,15
6853,2014-04-24,56.91,16
6853,2014-06-02,114.2,17
6853,2014-06-08,68.63,18
6853,2014-07-27,55.91,19
6853,2014-09-23,64.1,20
3076,2012-10-16,44.33,1
3076,2012-10-19,34.07,2
3076,2013-01-08,28.56,3
3076,2013-01-08,33.24,4
3076,2013-03-12,35.94,5
3076,2013-03-19,36.52,6
3076,2013-03-19,36.64,7
3076,2013-05-12,40.58,8
3076,2013-06-06,46.76,9
3076,2013-07-06,33.54,10
3076,2013-08-03,26.87,11
3076,2013-09-01,29.95,12
3076,2013-09-06,29.03,13
3076,2013-10-25,27.31,14
3076,2013-11-20,24.17,15
3076,2014-01-17,42.19,16
3076,2014-04-05,31.13,17
3076,2014-09-17,25.19,18
1012,2013-02-18,26.79,1
1012,2013-03-01,30.29,2
1012,2013-04-02,33.54,3
1012,2013-04-10,25.13,4
1012,2013-06-09,30.59,5
1012,2013-07-16,43.3,6
1012,2013-08-18,36.59,7
1012,2013-09-25,36.22,8
1012,2013-10-06,39.07,9
1012,2013-10-17,26.92,10
1012,2013-12-08,45.4,11
1012,2013-12-14,37.32,12
1012,2013-12-26,29.96,13
1012,2014-01-18,45.74,14
1012,2014-04-14,35.48,15
1012,2014-04-15,31.62,16
1012,2014-06-09,49.35,17
1012,2014-06-10,30.04,18
1012,2014-06-12,31.13,19
1012,2014-09-09,50.53,20
6518,2013-06-11,28.84,1
6518,2013-07-20,35.18,2
6518,2013-08-02,26.14,3
6518,2013-08-03,31.1,4
6518,2013-08-10,38.03,5
6518,2013-08-17,34.86,6
6518,2013-08-21,37.11,7
6518,2013-10-02,21.32,8
6518,2013-10-18,33.94,9
6518,2013-11-11,51.31,10
6518,2014-01-13,31.97,11
6518,2014-01-14,24.68,12
6518,2014-01-17,32.01,13
6518,2014-01-27,35.15,14
6518,2014-01-31,20.13,15
6518,2014-02-23,53.38,16
6518,2014-07-07,25.88,17
6518,2014-09-27,38.98,18
4137,2013-12-06,56.36,1
4137,2014-01-09,70.17,2
4137,2014-01-14,100.11,3
4137,2014-02-09,100.88,4
4137,2014-02-10,55.88,5
4137,2014-02-17,77.03,6
4137,2014-02-21,62.72,7
4137,2014-03-23,55.1,8
4137,2014-05-19,93.05,9
4137,2014-05-27,62.19,10
4137,2014-07-02,60.34,11
4137,2014-07-11,53.29,12
4137,2014-08-08,68.6,13
4137,2014-08-17,64.4,14
4137,2014-09-06,65.89,15
8082,2013-05-21,5.84,1
8082,2013-09-29,3.98,2
8082,2013-10-31,5.3,3
8082,2014-07-22,3.89,4
1386,2014-05-11,4.63,1
1386,2014-07-13,3.25,2
1386,2014-10-05,3.12,3
9369,2014-03-19,33.54,1
9369,2014-04-19,32.26,2
9369,2014-04-22,55.88,3
9369,2014-04-28,33.86,4
9369,2014-05-07,46.14,5
9369,2014-05-10,32.09,6
9369,2014-05-18,33.08,7
9369,2014-05-22,54.24,8
9369,2014-05-23,35.77,9
9369,2014-05-29,46.11,10
9369,2014-06-06,43.05,11
9369,2014-06-18,48.52,12
9369,2014-06-18,37.61,13
9369,2014-06-22,47.87,14
9369,2014-07-04,37.5,15
9369,2014-07-11,42.03,16
9369,2014-08-06,35.23,17
9369,2014-08-06,26.62,18
9369,2014-08-07,33.31,19
9369,2014-08-07,48.46,20
9369,2014-08-12,30.13,21
9369,2014-08-12,29.55,22
9369,2014-08-13,33.01,23
9369,2014-08-14,60.2,24
9369,2014-08-22,65.67,25
9369,2014-08-26,40.55,26
9369,2014-08-30,28.36,27
9369,2014-08-31,28.19,28
9369,2014-09-01,42.53,29
9369,2014-09-07,42.42,30
9369,2014-09-16,32.22,31
4477,2013-09-27,38.36,1
4477,2013-11-11,45.16,2
4477,2013-11-22,30.69,3
4477,2013-11-28,30.93,4
4477,2013-12-27,34.79,5
4477,2013-12-28,34.24,6
4477,2014-01-16,26.27,7
4477,2014-03-23,27.85,8
4477,2014-03-25,31.16,9
4477,2014-05-04,24.04,10
4477,2014-05-09,35.38,11
4477,2014-05-17,28.02,12
4477,2014-05-24,19.51,13
4477,2014-05-29,45.3,14
4477,2014-07-28,22.21,15
4477,2014-08-13,35.66,16
4477,2014-10-01,34.43,17
1357,2013-04-08,97.69,1
1357,2013-05-28,107.85,2
1357,2013-06-29,149.24,3
1357,2013-08-22,183.81,4
1357,2013-09-17,100.66,5
1357,2013-09-21,111.74,6
1357,2013-10-04,81.84,7
1357,2013-10-20,85.34,8
1357,2013-10-22,121.11,9
1357,2014-01-13,106.95,10
1357,2014-01-22,140.97,11
1357,2014-07-07,201.8,12
1402,2012-10-24,95.46,1
