ID,Education,Marital_Status,Income,Kidhome,Teenhome,Join_date,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_years,has_imputed_age,Age,Age_category,Minorhome,Adulthome,HouseholdSize,has_imputed_income,TotalSpend,NumAccepted,NumPurchases,MonthsSinceJoiningCapped,DaysSinceJoin,PercentGold,PercentDealPurchases,SpendPerPurchase,SpendPerMonth,PurchasesPerMonth,SpendPercIncomeMonth,Frequency,Monetary,R,F,M,FM_minus_2,RFM_score,RFplusM_score,Segment
5376,Graduation,Married,46099.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,16,0,35,35-44,1,2,3,1,1729,0,28,20.942465753424656,637,0.0005783689994216,0.5357142857142857,61.75,82.55952380952381,1.3369963369963371,0.021491014679587,28,1729,2,5,5,8,255,28,High value at risk
1993,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,22,0,65,65-74,1,2,3,0,953,1,14,21.402739726027395,651,0.0199370409233997,0.2142857142857142,68.07142857142857,44.52700972862264,0.6541218637992833,0.0091170699190108,14,953,2,3,4,5,234,25,High value at risk
4047,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,22,0,60,55-64,1,2,3,0,539,0,17,8.778082191780822,267,0.0092764378478664,0.1764705882352941,31.705882352941178,61.40293383270912,1.936641697877653,0.0112797012735366,17,539,3,4,3,5,343,35,High-potential growth
1409,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,16,0,63,55-64,1,2,3,0,345,0,13,18.60821917808219,566,0.2869565217391304,0.5384615384615384,26.53846153846154,18.540194346289752,0.6986160188457009,0.0054678741712865,13,345,1,3,3,4,133,14,Low-priority churn
7892,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,16,0,45,45-54,0,1,1,0,62,0,6,21.07397260273973,641,0.2096774193548387,0.3333333333333333,10.333333333333334,2.942017680707228,0.2847113884555382,0.0018991991053034,6,62,1,2,2,2,122,12,Low-priority churn
2404,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,16,0,38,35-44,2,2,4,0,216,0,10,16.306849315068494,496,0.1898148148148148,0.4,21.6,13.245967741935484,0.6132392473118279,0.0029789091419109,10,216,3,3,3,4,333,34,Loyal
9422,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,16,0,25,25-34,1,2,3,0,121,0,7,16.175342465753424,492,0.0826446280991735,0.2857142857142857,17.285714285714285,7.480521680216802,0.4327574525745257,0.0023401006298905,7,121,3,2,2,2,322,32,Recents
1966,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,22,0,49,45-54,0,2,2,0,1672,1,25,10.421917808219176,317,0.0,0.04,66.88,160.4311251314406,2.3987907465825447,0.0227513472497256,25,1672,1,5,5,8,155,18,Critical retention
6864,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,18,0,25,25-34,0,1,1,0,26,0,6,4.471232876712328,136,0.1538461538461538,0.3333333333333333,4.333333333333333,5.814950980392157,1.3419117647058825,0.0063557165283455,6,26,2,2,1,1,221,21,Standard base
3033,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,18,0,51,45-54,0,2,2,0,229,0,10,16.832876712328765,512,0.388646288209607,0.1,22.9,13.604329427083334,0.5940755208333334,0.0042271349851113,10,229,2,3,3,4,233,24,Standard base
5710,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,16,0,44,35-44,1,2,3,0,117,1,7,23.83561643835616,725,0.0256410256410256,0.2857142857142857,16.714285714285715,4.908620689655173,0.2936781609195402,0.0014526844302027,7,117,3,2,2,2,322,32,Recents
7373,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,22,0,62,55-64,2,1,3,0,259,0,11,23.21095890410959,706,0.166023166023166,0.5454545454545454,23.545454545454547,11.158522190745988,0.4739140698772426,0.0028728227051909,11,259,3,3,3,4,333,34,Loyal
8755,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,18,0,68,65-74,0,2,2,0,1174,0,17,19.46301369863013,592,0.0187393526405451,0.0588235294117647,69.05882352941177,60.31953828828829,0.8734515765765767,0.0105427627111504,17,1174,3,4,5,7,345,37,Champions
10738,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,18,0,63,55-64,2,1,3,0,62,0,5,13.216438356164383,402,0.0483870967741935,0.2,12.4,4.691127694859039,0.3783167495854063,0.0011397989904292,5,62,2,1,2,1,212,21,Standard base
4339,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,22,0,44,35-44,1,2,3,0,878,0,23,9.13972602739726,278,0.0398633257403189,0.217391304347826,38.17391304347826,96.06414868105516,2.516486810551559,0.0171153442930925,23,878,2,5,4,7,254,27,High value at risk
10755,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,18,0,38,35-44,1,2,3,0,45,0,6,13.084931506849314,398,0.8,0.5,7.5,3.439070351758794,0.4585427135678392,0.0017399799401764,6,45,1,2,2,2,122,12,Low-priority churn
8595,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,16,0,41,35-44,1,1,2,0,63,0,5,7.758904109589041,236,0.0634920634920634,0.4,12.6,8.119703389830509,0.6444209039548022,0.0022964585702695,5,63,1,1,2,1,112,11,Low-priority churn
2968,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,22,0,71,65-74,0,1,1,0,860,1,22,20.087671232876712,611,0.0488372093023255,0.0909090909090909,39.09090909090909,42.812329514457176,1.095199127114021,0.0104957905159247,22,860,2,5,4,7,254,27,High value at risk
8601,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,16,0,34,25-34,1,2,3,0,1293,0,19,17.22739726027397,524,0.0788863109048723,0.1052631578947368,68.05263157894737,75.05486641221374,1.1028944020356235,0.0112566821680339,19,1293,3,4,5,7,345,37,Champions
503,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,18,0,29,25-34,1,2,3,0,46,0,5,18.805479452054797,572,0.1521739130434782,0.4,9.2,2.4460955710955714,0.2658799533799534,0.0014277516831142,5,46,1,1,2,1,112,11,Low-priority churn
8430,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,16,0,57,55-64,1,2,3,0,19,0,3,21.36986301369863,650,0.1578947368421052,0.3333333333333333,6.333333333333333,0.889102564102564,0.1403846153846153,0.000485097334238,3,19,3,1,1,0,311,30,Recents
7281,PhD,Single,55521.0,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,22,0,55,55-64,0,1,1,1,147,0,8,10.98082191780822,334,0.2653061224489796,0.125,18.375,13.386976047904191,0.7285429141716566,0.0028933865127582,8,147,1,2,2,2,122,12,Low-priority churn
2139,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,18,0,39,35-44,1,2,3,0,19,0,5,12.0986301369863,368,0.631578947368421,0.6,3.8,1.5704257246376812,0.4132699275362319,0.0025126811594202,5,19,3,1,1,0,311,30,Recents
1371,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,16,0,38,35-44,0,1,1,0,810,0,15,3.254794520547945,99,0.2148148148148148,0.0666666666666666,54.0,248.8636363636364,4.608585858585859,0.0373570963130763,15,810,1,3,4,5,134,15,Critical retention
9909,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,18,0,18,18-24,0,2,2,0,72,0,7,22.84931506849315,695,0.6944444444444444,0.4285714285714285,10.285714285714286,3.1510791366906474,0.3063549160671462,0.005041726618705,7,72,3,2,2,2,322,32,Recents
7286,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,16,0,46,45-54,1,2,3,0,42,0,4,16.405479452054795,499,0.3095238095238095,0.25,10.5,2.5601202404809618,0.2438209752839011,0.0007362308973775,4,42,1,1,1,0,111,10,Low-priority churn
7244,Graduation,Single,60230.0,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,16,0,63,55-64,3,1,4,1,117,0,7,9.106849315068493,277,0.0598290598290598,0.4285714285714285,16.714285714285715,12.847472924187729,0.7686522262334538,0.0025596824687074,7,117,1,2,2,2,122,12,Low-priority churn
6566,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,22,0,60,55-64,2,2,4,0,1281,0,19,22.88219178082192,696,0.0296643247462919,0.4736842105263157,67.42105263157895,55.98239942528736,0.8303400383141764,0.0092596663418807,19,1281,2,4,5,7,245,27,High value at risk
8614,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,16,0,57,55-64,1,1,2,0,493,0,16,4.8,146,0.0283975659229208,0.0625,30.8125,102.70833333333334,3.333333333333333,0.0188208166631035,16,493,3,4,3,5,343,35,High-potential growth
4114,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,18,0,50,45-54,0,2,2,0,1661,0,28,24.0,785,0.0192655027092113,0.0357142857142857,59.32142857142857,69.20833333333333,1.1666666666666667,0.0104936633688386,28,1661,3,5,5,8,355,38,Champions
1331,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,16,0,37,35-44,1,1,2,0,69,0,5,21.07397260273973,641,0.0434782608695652,0.4,13.8,3.274180967238689,0.2372594903796152,0.0010977974743465,5,69,2,1,2,1,212,21,Standard base
2225,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,16,0,37,35-44,0,1,1,0,1376,2,20,3.945205479452055,120,0.1751453488372093,0.05,68.8,348.77777777777777,5.069444444444445,0.0506809393491721,20,1376,2,4,5,7,245,27,High value at risk
9381,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,16,0,36,35-44,2,2,4,0,497,0,16,15.780821917808218,480,0.2193158953722334,0.4375,31.0625,31.493923611111114,1.0138888888888888,0.0056939882683219,16,497,2,4,3,5,243,25,Standard base
6260,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,18,0,59,55-64,0,2,2,0,1767,1,26,22.52054794520548,685,0.1075268817204301,0.0384615384615384,67.96153846153847,78.46167883211679,1.154501216545012,0.0114286772429768,26,1767,2,5,5,8,255,28,High value at risk
10383,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,16,0,48,45-54,0,1,1,0,1053,0,20,18.115068493150684,551,0.0379867046533713,0.05,52.65,58.128402903811256,1.104053236539625,0.0099241799315056,20,1053,3,4,4,6,344,36,Champions
7437,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,16,0,26,25-34,1,1,2,0,24,0,5,5.260273972602739,160,0.2083333333333333,0.2,4.8,4.5625,0.9505208333333334,0.0019596964707566,5,24,3,1,1,0,311,30,Recents
8557,Graduation,Single,37585.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,16,0,32,25-34,1,1,2,1,40,0,5,15.616438356164384,475,0.15,0.4,8.0,2.56140350877193,0.3201754385964912,0.0008177954531132,5,40,2,1,1,0,211,20,Standard base
8375,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,22,0,46,45-54,1,2,3,0,475,0,16,7.101369863013699,216,0.0905263157894736,0.1875,29.6875,66.88850308641975,2.253086419753086,0.0143450340822289,16,475,2,4,3,5,243,25,Standard base
6853,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,18,0,32,25-34,0,1,1,0,1358,2,20,15.057534246575342,458,0.0589101620029455,0.05,67.9,90.18740902474528,1.3282387190684135,0.0142820236786484,20,1358,3,4,5,7,345,37,Champions
3076,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,16,0,39,35-44,2,2,4,0,606,0,18,24.0,758,0.0099009900990099,0.2222222222222222,33.666666666666664,25.25,0.75,0.0045459319160427,18,606,3,4,4,6,344,36,Champions
1012,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,16,0,62,55-64,1,1,2,0,715,0,20,19.528767123287672,594,0.2363636363636363,0.2,35.75,36.61265432098765,1.0241301907968574,0.0071066084119478,20,715,3,4,4,6,344,36,Champions
6518,PhD,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,22,0,63,55-64,1,1,2,0,600,0,18,15.813698630136985,481,0.01,0.0555555555555555,33.333333333333336,37.94178794178794,1.1382536382536383,0.0067272673655652,18,600,3,4,4,6,344,36,Champions
4137,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,16,0,66,65-74,0,2,2,0,1046,0,15,9.96164383561644,303,0.02868068833652,0.0666666666666666,69.73333333333333,105.0027502750275,1.5057755775577557,0.0178308239224001,15,1046,3,3,4,5,334,35,High-potential growth
8082,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,16,0,43,35-44,1,2,3,0,19,0,4,16.504109589041096,502,0.7894736842105263,0.25,4.75,1.1512284196547145,0.2423638778220451,0.0005370996864762,4,19,1,1,1,0,111,10,Low-priority churn
1386,Graduation,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,16,0,47,45-54,2,2,4,0,11,0,3,4.832876712328767,147,0.0,0.3333333333333333,3.6666666666666665,2.276077097505669,0.6207482993197279,0.0008410705539837,3,11,3,1,1,0,311,30,Recents
9369,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,18,0,35,35-44,1,1,2,0,1236,2,31,6.575342465753424,200,0.0307443365695792,0.032258064516129,39.87096774193548,187.975,4.714583333333334,0.0255765698346826,31,1236,3,5,5,8,355,38,Champions
4477,Graduation,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,16,0,56,55-64,1,2,3,0,544,0,17,12.263013698630136,373,0.2003676470588235,0.0588235294117647,32.0,44.36103663985702,1.386282394995532,0.0077042439457896,17,544,3,4,3,5,343,35,High-potential growth
1357,Graduation,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,16,0,44,35-44,3,2,5,0,1489,0,12,17.91780821917808,545,0.0490261920752182,0.5833333333333334,124.08333333333331,83.10168195718656,0.6697247706422019,0.0133222030016597,12,1489,1,3,5,6,135,16,Critical retention
1402,Master,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,18,0,60,55-64,0,2,2,0,1241,0,18,24.0,754,0.0096696212731668,0.1666666666666666,68.94444444444444,51.708333333333336,0.75,0.0092624382379722,18,1241,3,4,5,7,345,37,Champions
10629,2n Cycle,Married,35688.0,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,18,0,41,35-44,1,2,3,1,92,0,6,24.0,751,0.1847826086956521,0.5,15.333333333333334,3.8333333333333335,0.25,0.0012889486662183,6,92,3,2,2,2,322,32,Recents
6312,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,16,0,55,55-64,1,2,3,0,777,0,26,18.64109589041096,567,0.1106821106821106,0.1538461538461538,29.884615384615383,41.6820987654321,1.3947677836566723,0.0076914884468205,26,777,3,5,4,7,354,37,Champions
8132,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,22,0,39,35-44,2,2,4,0,642,1,19,18.016438356164382,548,0.0295950155763239,0.2631578947368421,33.78947368421053,35.634124087591246,1.054592457420925,0.0070526544020566,19,642,1,4,4,6,144,16,Critical retention
1050,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,16,0,62,55-64,0,2,2,0,56,0,7,5.1945205479452055,158,0.1607142857142857,0.1428571428571428,8.0,10.780590717299578,1.3475738396624473,0.0045661121208384,7,56,2,2,2,2,222,22,Standard base
5846,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,16,0,37,35-44,1,1,2,0,12,0,3,21.534246575342465,655,0.0833333333333333,0.3333333333333333,4.0,0.5572519083969466,0.1393129770992366,0.0001661537270974,3,12,1,1,1,0,111,10,Low-priority churn
1859,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,18,0,42,35-44,0,2,2,0,1872,0,18,24.0,769,0.0096153846153846,0.0555555555555555,104.0,78.0,0.75,0.0124383729119878,18,1872,2,4,5,7,245,27,High value at risk
7503,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,16,0,38,35-44,0,1,1,0,2158,1,22,23.76986301369863,723,0.0236329935125115,0.0,98.0909090909091,90.78722913785155,0.9255417242969112,0.0143679096558419,22,2158,2,5,5,8,255,28,High value at risk
10401,2n Cycle,Together,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,18,0,38,35-44,0,2,2,0,9,0,3,13.01917808219178,396,1.0,0.3333333333333333,3.0,0.6912878787878788,0.2304292929292929,0.0003151050119826,3,9,3,1,1,0,311,30,Recents
1618,Graduation,Together,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,16,0,49,45-54,0,2,2,0,641,1,19,21.07397260273973,641,0.079563182527301,0.1052631578947368,33.73684210526316,30.416666666666668,0.9015860634425376,0.0065125075830567,19,641,3,4,4,6,344,36,Champions
3332,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,16,0,29,25-34,1,1,2,0,148,0,8,24.0,767,0.1148648648648648,0.5,18.5,6.166666666666667,0.3333333333333333,0.0024865591397849,8,148,1,2,2,2,122,12,Low-priority churn
