ID,Education,Marital_Status,Income,Kidhome,Teenhome,Join_date,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_years,has_imputed_age,Age,Age_category,Minorhome,Adulthome,HouseholdSize,has_imputed_income,TotalSpend,NumAccepted,NumPurchases,MonthsSinceJoiningCapped,DaysSinceJoin,PercentGold,PercentDealPurchases,SpendPerPurchase,SpendPerMonth,PurchasesPerMonth,SpendPercIncomeMonth
6260,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,18,0,59,55-64,0,2,2,0,1767,1,26,22.52054794520548,685,0.10752688172043011,0.038461538461538464,67.96153846153847,78.46167883211679,1.1545012165450121,0.01142867724297681
10383,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,16,0,48,45-54,0,1,1,0,1053,0,20,18.115068493150684,551,0.03798670465337132,0.05,52.65,58.128402903811256,1.104053236539625,0.009924179931505614
7437,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,16,0,26,25-34,1,1,2,0,24,0,5,5.260273972602739,160,0.20833333333333334,0.2,4.8,4.5625,0.9505208333333334,0.0019596964707566757
8557,Graduation,Single,37585.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,16,0,32,25-34,1,1,2,1,40,0,5,15.616438356164384,475,0.15,0.4,8.0,2.56140350877193,0.3201754385964912,0.000817795453113294
8375,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,22,0,46,45-54,1,2,3,0,475,0,16,7.101369863013699,216,0.09052631578947369,0.1875,29.6875,66.88850308641975,2.253086419753086,0.01434503408222892
6853,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,18,0,32,25-34,0,1,1,0,1358,2,20,15.057534246575342,458,0.05891016200294551,0.05,67.9,90.18740902474528,1.3282387190684135,0.014282023678648446
3076,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,16,0,39,35-44,2,2,4,0,606,0,18,24.0,758,0.009900990099009901,0.2222222222222222,33.666666666666664,25.25,0.75,0.004545931916042789
1012,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,16,0,62,55-64,1,1,2,0,715,0,20,19.528767123287672,594,0.23636363636363636,0.2,35.75,36.61265432098765,1.0241301907968574,0.007106608411947848
6518,PhD,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,22,0,63,55-64,1,1,2,0,600,0,18,15.813698630136985,481,0.01,0.05555555555555555,33.333333333333336,37.94178794178794,1.1382536382536383,0.006727267365565238
4137,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,16,0,66,65-74,0,2,2,0,1046,0,15,9.961643835616439,303,0.028680688336520075,0.06666666666666667,69.73333333333333,105.0027502750275,1.5057755775577557,0.017830823922400166
8082,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,16,0,43,35-44,1,2,3,0,19,0,4,16.504109589041096,502,0.7894736842105263,0.25,4.75,1.1512284196547145,0.24236387782204513,0.0005370996864762868
1386,Graduation,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,16,0,47,45-54,2,2,4,0,11,0,3,4.832876712328767,147,0.0,0.3333333333333333,3.6666666666666665,2.276077097505669,0.6207482993197279,0.0008410705539837417
9369,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,18,0,35,35-44,1,1,2,0,1236,2,31,6.575342465753424,200,0.030744336569579287,0.03225806451612903,39.87096774193548,187.97500000000002,4.714583333333334,0.025576569834682636
4477,Graduation,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,16,0,56,55-64,1,2,3,0,544,0,17,12.263013698630136,373,0.20036764705882354,0.058823529411764705,32.0,44.36103663985702,1.3862823949955319,0.007704243945789687
1357,Graduation,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,16,0,44,35-44,3,2,5,0,1489,0,12,17.91780821917808,545,0.049026192075218265,0.5833333333333334,124.08333333333333,83.10168195718656,0.6697247706422019,0.013322203001659748
1402,Master,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,18,0,60,55-64,0,2,2,0,1241,0,18,24.0,754,0.009669621273166801,0.16666666666666666,68.94444444444444,51.708333333333336,0.75,0.009262438237972266
10629,2n Cycle,Married,35688.0,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,18,0,41,35-44,1,2,3,1,92,0,6,24.0,751,0.18478260869565216,0.5,15.333333333333334,3.8333333333333335,0.25,0.0012889486662183368
6312,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,16,0,55,55-64,1,2,3,0,777,0,26,18.64109589041096,567,0.11068211068211069,0.15384615384615385,29.884615384615383,41.6820987654321,1.3947677836566725,0.00769148844682052
8132,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,22,0,39,35-44,2,2,4,0,642,1,19,18.016438356164382,548,0.029595015576323987,0.2631578947368421,33.78947368421053,35.634124087591246,1.0545924574209247,0.007052654402056621
1050,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,16,0,62,55-64,0,2,2,0,56,0,7,5.1945205479452055,158,0.16071428571428573,0.14285714285714285,8.0,10.780590717299578,1.3475738396624473,0.004566112120838449
5846,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,16,0,37,35-44,1,1,2,0,12,0,3,21.534246575342465,655,0.08333333333333333,0.3333333333333333,4.0,0.5572519083969466,0.13931297709923665,0.00016615372709743474
1859,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,18,0,42,35-44,0,2,2,0,1872,0,18,24.0,769,0.009615384615384616,0.05555555555555555,104.0,78.0,0.75,0.01243837291198788
7503,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,16,0,38,35-44,0,1,1,0,2158,1,22,23.76986301369863,723,0.023632993512511583,0.0,98.0909090909091,90.78722913785155,0.9255417242969111,0.014367909655841987
10401,2n Cycle,Together,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,18,0,38,35-44,0,2,2,0,9,0,3,13.01917808219178,396,1.0,0.3333333333333333,3.0,0.6912878787878788,0.23042929292929293,0.00031510501198262343
1618,Graduation,Together,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,16,0,49,45-54,0,2,2,0,641,1,19,21.073972602739726,641,0.07956318252730109,0.10526315789473684,33.73684210526316,30.416666666666668,0.9015860634425377,0.0065125075830567754
3332,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,16,0,29,25-34,1,1,2,0,148,0,8,24.0,767,0.11486486486486487,0.5,18.5,6.166666666666667,0.3333333333333333,0.0024865591397849464
2261,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,16,0,45,45-54,1,2,3,0,12,0,3,15.419178082191781,469,0.3333333333333333,0.3333333333333333,4.0,0.7782515991471215,0.19456289978678037,0.00035504178793208097
5346,2n Cycle,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,18,0,41,35-44,1,2,3,0,56,0,6,15.090410958904108,459,0.4107142857142857,0.5,9.333333333333334,3.7109658678286133,0.39760348583877997,0.0018902156464172231
5268,Graduation,Married,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,16,0,54,45-54,2,2,4,0,53,0,5,13.808219178082192,420,0.05660377358490566,0.4,10.6,3.8382936507936507,0.3621031746031746,0.0015645218685300206
273,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,18,0,44,35-44,2,2,4,0,146,1,8,14.663013698630136,446,0.03424657534246575,0.625,18.25,9.957025411061286,0.5455904334828102,0.0033063341892947988
4452,Graduation,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,16,0,57,55-64,1,1,2,0,338,2,13,4.273972602739726,130,0.10059171597633136,0.3076923076923077,26.0,79.08333333333333,3.0416666666666665,0.018833849329205364
8504,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,16,0,41,35-44,0,2,2,0,1221,1,18,4.8,146,0.11875511875511875,0.05555555555555555,67.83333333333333,254.375,3.75,0.03835136255700878
771,Graduation,Together,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,16,0,47,45-54,1,2,3,0,187,0,9,8.449315068493151,257,0.0374331550802139,0.1111111111111111,20.77777777777778,22.131971465629054,1.0651750972762646,0.004902057248099757
8996,PhD,Married,55517.0,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,22,0,57,55-64,3,2,5,1,550,0,17,22.52054794520548,685,0.09636363636363636,0.7058823529411765,32.35294117647059,24.42214111922141,0.7548661800486618,0.005278846000876433
9235,Graduation,Single,60230.0,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,0,57,55-64,2,1,3,1,17,0,3,4.306849315068493,131,0.058823529411764705,0.3333333333333333,5.666666666666667,3.947201017811705,0.6965648854961832,0.0007864255722022324
5798,Master,Together,46106.0,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,18,0,41,35-44,0,2,2,1,967,0,14,10.389041095890411,316,0.01861427094105481,0.07142857142857142,69.07142857142857,93.07885021097046,1.3475738396624473,0.024225614942342547
11178,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,18,0,42,35-44,1,1,2,0,28,0,4,6.443835616438356,196,0.14285714285714285,0.25,7.0,4.345238095238095,0.6207482993197279,0.0012299584172962479
2230,PhD,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,22,0,44,35-44,1,2,3,0,43,0,7,4.405479452054794,134,0.0,0.42857142857142855,6.142857142857143,9.760572139303484,1.5889303482587065,0.004957541084891298
